criticita,progetto,regione,provincia,comune,multicomune,gestore,strada,prog_ini,prog_fin,livello,criticita_descrizione,criticita_classe,criticita_funz_strada,criticita_opera,criticita_danno,intervento_prima_fase_descrizione,intervento_prima_fase_categoria,intervento_prima_fase_titolo,intervento_prima_fase_importo_investimenti,intervento_prima_fase_tempi_progetto,intervento_prima_fase_tempi_lavori,intervento_prima_fase_prorita,intervento_seconda_fase_descrizione,intervento_seconda_fase_categoria,intervento_seconda_fase_titolo,intervento_seconda_fase_importo_investimenti,intervento_seconda_fase_tempi_progetto,intervento_seconda_fase_tempi_lavori,intervento_seconda_fase_prorita,importo_complessivo,finanziamento,fondi_da_programmare
SSRM0223,"S1RI02_E_1
709",Lazio,Rieti,Amatrice,,Anas,SS4,138,138.05.00,1,"Corpo del rilevato stradale in frana. L m.
50",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Dissesto del corpo del rilevato stradale
in frana lato valle direzione Ascoli.
Franamento della scarpata di valle in
frana, presenza di solchi, fratture di
distacco.","Realizzazione di una paratia di micropali
lungo la sede stradale e cordolo
superiore della palificata; rifacimento
delle opere idrauliche, cordolo e
montaggio barriera di protezione.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 138+000 ‐ Corpo del rilevato
in frana a seguito di eventi sismici.","161.000,00",40,30,2,,,,,,,,"161.000,00",,"161.000,00"
SSRM0224,"S1RI02_E_1
711",Lazio,Rieti,Accumoli,,Anas,SS4,130.06.00,130.06.00,1,"Caduta materiale detritico e calcinacci
dalla volta e dalla pareti della galleria ""S.
Giorgio""",Viabilità non in piena funzionalità,Aperta,Opere d'arte,"Fratture e Lesioni lungitudinali e
Trasversali in calotta e parete",Risanamento Intradosso Gallerie,Interventi di ripristino della piena funzionalità della circolazione,"Lavori  della S.S. 4 per il risanamento del
rivestimento della galleria ""S. Giorgio""
km 130+000","600.000,00",30,90,2,,,,,,,,"600.000,00",,"600.000,00"
SSRM0225,"S1RI02_E_1
711",Lazio,Rieti,Micigliano,,Anas,SS4,106.04.00,134,1,"Caduta materiale detritico e calcinacci
dalla volta e dalla pareti delle Gallerie
""Gola del Velino"" km 106+400, ""Casali""
km 109+650, ""Briglione"" km 110+015,
""S. Giovanni"" km 110+260 ""Casalene""
km 134+000",Viabilità non in piena funzionalità,Aperta,Opere d'arte,"Fratture e Lesioni lungitudinali e
Trasversali in calotta e parete",Risanamento Intradosso Gallerie,Interventi di ripristino della piena funzionalità della circolazione,"Lavori  della S.S. 4 per il risanamento
idraulico del rivestimento delle gallerie e
ripristino strutturale delle gallerie  ""Gola
del Velino"" km 106+400, ""Casali"" km
109+650, ""Briglione"" km 110+015, ""S.
Giovanni"" km 110+260 ""Casalene"" km
134+000","1.500.000,00",60,200,2,,,,,,,,"1.500.000,00",,"1.500.000,00"
SRRI0101,"R1RI01_E_1
703",Lazio,Rieti,Amatrice,,Astral,SR260,46,,1,"Frana di parte del costone a monte della
strada con accumulo del detrito di frana
sulla sede stradale.",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Il detrito di frana ha completamente
ostruito la sede stradale . L'astral ha
provveduto a creare un by pass con un
allargamento della strada lato valle.","Completamento della messa in sicurezza
del dissesto sulla parte rocciosa.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 46+000 ‐ Intervento di
ripristino del  corpo del rilevato in frana
a seguito di eventi sismici.","717.333,00",30,120,2,,,,,,,,"717.333,00",,"717.333,00"
SRRI0105,"R1RI01_E_1
703",Lazio,Rieti,Amatrice,,Astral,SR260,47.01.00,,1,Corpo del rilevato stradale in frana.,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Assestamento del terreno di riporto
dietro il muro che interessa la corsia lato
valle per una lunghezza di 11,00 metri e
frana lato valle per ulteriori 40 ml.","Prolungamento del muro esistente per
circa 50 ml e rifacimento del piano viano
viabile.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 47+100 ‐ Intervento di
ripristino del  corpo del rilevato in frana
a seguito di eventi sismici.","292.911,00",30,60,2,,,,,,,,"292.911,00",,"292.911,00"
SRRI0106,"R1RI01_E_1
703",Lazio,Rieti,Amatrice,,Astral,SR260,36,,1,Corpo del rilevato stradale in frana.,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Rilasci di materiale dalla volta del
sovrapposso idraulico e dai muri
tampone esterni.","Ripristino muratura con stesso
materiale.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 36+000 ‐ Intervento di
ripristino del  corpo del rilevato in frana
a seguito di eventi sismici.","21.520,00",10,30,2,,,,,,,,"21.520,00",,"21.520,00"
SRRI0107,"R1RI01_E_1
703",Lazio,Rieti,Amatrice,,Astral,SR260,36.03.00,,1,Corpo del rilevato stradale in frana.,Viabilità non in piena funzionalità,Aperta,Corpo stradale,Lieve smottamento della banchina,"Ricostruzione del cono di rilevato di
valle, regimentazione idraulica e
posizionamento di gabbionata.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 36+300 ‐ Intervento di
ripristino del  corpo del rilevato in frana
a seguito di eventi sismici.","21.520,00",10,30,2,Messa in sicurezza movimento franoso,D,"S.R. 260 ‐ km 36+300 ‐ Intervento di
consolidamento del dissesto di versante","6.095.800,00",30,120,5,"619.298,00",,"619.298,00"
SRRI0108,"R1RI01_E_1
703",Lazio,Rieti,Amatrice,,Astral,SR260,32.04.00,,1,Parapetto danneggiato,Viabilità non in piena funzionalità,Aperta,Corpo stradale,Evidenti danni al parapetto,"Rifacimento del parapetto e pulizia
attraversamento idrico.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 32+400 ‐ Danneggiamento
dei parapetti a seguito di eventi sismici.","22.193,00",10,25,2,"Opere di regimentazione idraulica a
monte e valle dell'attraversamento",D,"S.R. 260 ‐ km 32+400 ‐ Sistemazione
idraulica dell'attraversamento stradale","1.843.300,00",25,90,5,"201.526,00",,"201.526,00"
SRRI0109,"R1RI01_E_1
704",Lazio,Rieti,Amatrice,,Astral,SR260,33.08.00,,1,"Danneggiamenti al parapettto, al muro
ed all’arco di un tombino idraulico.",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Fessurazioni del parapetto in diversi
punti e crollo di sensibili porzioni del
muro in muratura di valle.","Rifacimento del parapetto lungo la
strada in muratura, rifacimento del muro
di valle in muratura e ricucitura dell'arco.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 33+800 ‐ Danneggiamento
delle opere a seguito di eventi sismici.","89.667,00",20,35,2,,,,,,,,"89.667,00",,"89.667,00"
SRRI0110,"R1RI01_E_1
704",Lazio,Rieti,Amatrice,,Astral,SR260,34.05.00,,1,"Danneggiamenti alle strutture del
sovrappasso idraulico.",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Fessurazioni del parapetto in diversi
punti e crollo di sensibili porzioni del
muro in muratura di valle.","Rifacimento dei pararpetti in mattoni
lato monte e lato valle. Rifacimento della
fine dei due archi in muratura a valle con
muri in muratura.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 34+500 ‐ Danneggiamento
delle opere a seguito di eventi sismici.","89.667,00",15,45,2,,,,,,,,"89.667,00",,"89.667,00"
SRRI0111,"R1RI01_E_1
704",Lazio,Rieti,Amatrice,,Astral,SR260,44.35.00,,1,Corpo del rilevato stradale in frana.,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Lesioni del corpo stradale per una
lunghezza di 45 mt, che interessano
parte della piazzola.","Occorre analizzare le indagini
geognostiche effettuate ed il piezometro
installato.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 43+950 ‐ Intervento di
ripristino del  corpo del rilevato in frana
a seguito di eventi sismici.","896.667,00",30,60,2,,,,,,,,"896.667,00",,"896.667,00"
SRRI0112,"R1RI01_E_1
704",Lazio,Rieti,Amatrice,,Astral,SR260,41.05.00,,1,Parapetto danneggiato,Viabilità non in piena funzionalità,Aperta,Corpo stradale,Evidenti danni al parapetto,Rifacimento del parapetto in muratura,Interventi di ripristino della piena funzionalità della circolazione,"S.R. 260 ‐ km 41+500 ‐ Danneggiamento
dei parapetti a seguito di eventi sismici.","22.193,00",10,25,2,,,,,,,,"22.193,00",,"22.193,00"
SRRI0201,"R1RI02_E_1
701",Lazio,Rieti,Leonessa,,Astral,SR471,47.35.00,,1,Danneggiamenti alle strutture del ponte.,Viabilità non in piena funzionalità,Aperta,Opere d'arte,"Fessurazioni del cordolo e crolli diffusi
nei muri di valle.","Ripristino delle murature delle spalle
dell'arco, rifacimento del cordolo e
sostituzione del guard rail.",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 471 ‐ km 46+950 ‐ Danneggiamento
delle opere a seguito di eventi sismici.","22.193,00",10,25,2,"Opere di regimentazione idraulica a
monte e valle dell'attraversamento",D,"S.R. 471 ‐ km 46+950 ‐ Sistemazione
idraulica dell'attraversamento stradale","3.690.700,00",25,90,5,"380.859,00",,"380.859,00"
SRRI0202,"R1RI02_E_1
701",Lazio,Rieti,Leonessa,,Astral,SR471,46,,1,"Scarpata in roccia fratturata con
potenziale rischio di caduta massi.",Viabilità non in piena funzionalità,Aperta,Corpo stradale,Nessuno,Ripristini puntuali della rete corticale,Interventi di ripristino della piena funzionalità della circolazione,"S.R. 471 ‐ km 46+000 ‐ Intervento di
ripristino del  corpo del rilevato.","11.956,00",10,10,2,"Messa in sicurezza scarpata per caduta
massi",D,"S.R. 471 ‐ km 46+000 ‐ Intervento di
consolidamento del dissesto di versante","6.095.800,00",25,90,5,"609.733,00",,"609.733,00"
SRRI0301,"R1RI03_E_1
702",Lazio,Rieti,Amatrice,,Astral,SR577,36.07.00,,1,"Danneggiamenti al corpo stradale lato di
valle.",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Erosione della scarpata di valle ad opera
delle acque di piattaforma, il ciglio di
frana interessa la banchina stradale.","Interventi di regimazione idraulica delle
acque, contenimento del rilevato
stradale mediante posa in opera di",Interventi di ripristino della piena funzionalità della circolazione,"S.R. 577 ‐ km 36+700 ‐ Intervento di
ripristino del  corpo del rilevato.","22.193,00",10,25,2,Messa in sicurezza movimento franoso,D,"S.R. 577 ‐ km 36+700 ‐ Intervento di
consolidamento del dissesto di versante","2.405.100,00",30,120,5,"261.304,00",,"261.304,00"
SCRI0305,,Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SC Preta,2.02,2.23,3,"Deformazione del piano viabile, crollo
parziale del muro di scarpata e pericolo
caduta massi e deformazione barriere",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Deformazione del piano viabile per una
estensione di 30,00 mt che interessa
tutta la larghezza della strada con
deformazione delle barriere. Evidenti
lesioni al muro di scarpata e scarpata
instabile.","Risagomatura di tutto il tratto
interessato dalla deformazione,
adeguamento di barriere. Disgancio delle
zone instabili della scarpata e
rivestimento corticale della zona..
Rifacimento del muro lesionato a piede",Interventi di ripristino della piena funzionalità della circolazione,"Strada Comunale per Preta ‐ Lavori di
ripristino del piano viabile e protezione
scaprpata al km 2+200","47.822,00",30,30,4,,,,,,,,"47.822,00",,"47.822,00"
SCRI0306,,Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SC Preta,2.03,2.37,3,"Deformazione del piano viabile e lesioni
al parapetto, nonché distacco di parti del
muro di scarpata",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Deformazione del piano viabile per una
estensione di 70,00 mt che interessa
tutta la larghezza della strada con lesioni
del parapetto in cls. Evidenti lesioni al
muro di scarpata.","Risagomatura di tutto il tratto
interessato dalla deformazione,
rifacimento del parapetto in cls armato e
ripristino del muro di scarpata.",Interventi di ripristino della piena funzionalità della circolazione,"Strada Comunale per Preta ‐ Lavori di
ripristino del piano viabile al km 2+300","23.911,00",15,15,4,,,,,,,,"23.911,00",,"23.911,00"
SCRI0307,,Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SC Preta,2.06,2.07,3,Deformazione del piano viabile su ponte,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Deformazione del piano viabile per una
estensione di 100,00 mt che interessa
tutta la larghezza della strada.","Risagomatura di tutto il tratto
interessato dalla deformazione.",Interventi di ripristino della piena funzionalità della circolazione,"Strada Comunale per Preta ‐ Lavori di
ripristino del piano viabile al km 2+600","23.911,00",15,15,4,,,,,,,,"23.911,00",,"23.911,00"
SCRI0308,,Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SC Preta,3,3.03,3,Deformazione del piano viabile,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Deformazione del piano viabile per una
estensione di 30,00 mt che interessa
tutta la larghezza della strada.","Risagomatura di tutto il tratto
interessato dalla deformazione",Interventi di ripristino della piena funzionalità della circolazione,"Strada Comunale per Preta ‐ Lavori di
ripristino del piano viabile al km 3+000","5.978,00",15,15,4,,,,,,,,"5.978,00",,"5.978,00"
SPRI0102,"P1RI01_E_1
701",Lazio,Rieti,Cittareale,,"Provincia di
Rieti",SP17,10.08,,1,Parapetto danneggiato,Viabilità non in piena funzionalità,Aperta,Corpo stradale,Evidenti danni al parapetto,Rifacimento del parapetto in cls armato,Interventi di ripristino della piena funzionalità della circolazione,"S.P. 17 ‐ km 10+800 ‐ Intervento di
ripristino dei  dissesti su opere d'arte.","7.173,00",10,10,2,,,,,,,,"7.173,00",,"7.173,00"
SPRI0103,"P1RI01_E_1
701",Lazio,Rieti,Cittareale,,"Provincia di
Rieti",SP17,12.35,,1,"Deformazione del piano viabile verso
valle.",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Deformazione del piano viabile verso
valle","Risagomatura del piano viabile,
regimentazione idraulica e adeguamento
barriere di sicurezza.",Interventi di ripristino della piena funzionalità della circolazione,"S.P. 17 ‐ km 11+950 ‐ Intervento di
ripristino del piano viabile.","26.302,00",10,10,2,,,,,,,,"26.302,00",,"26.302,00"
SPRI0105,"P1RI01_E_1
701",Lazio,Rieti,Cittareale,,"Provincia di
Rieti",SP17,12.07,12.08,1,"Deformazione del piano viabile verso
valle e danneggiamenti al muro di
contenimento e alla tubazione Armco
sottostante.",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Deformazione del piano viabile verso
lato valle ed evidente cedimento
stradale. Danneggiamenti al muro di
contenimento e alla tubazione armco
sottostante la piattaforma stradale","Risagomatura del piano viabile,
regimentazione idraulica e adeguamento
barriere di sicurezza. Ripristino del muro
e sostituzione del tubo armco.",Interventi di ripristino della piena funzionalità della circolazione,"S.P. 17 ‐ km 12+700 ‐ Intervento di
ripristino del piano viabile e delle opere
d'arte.","59.778,00",15,25,2,,,,,,,,"59.778,00",,"59.778,00"
SPRI0106,"P1RI01_E_1
701",Lazio,Rieti,Cittareale,,"Provincia di
Rieti",SP17,12.09,,1,Avvallamento stradale. L m. 85,Viabilità non in piena funzionalità,Aperta,Corpo stradale,Deformazione del piano viabile.,Risagomatura del piano viabile.,Interventi di ripristino della piena funzionalità della circolazione,"S.P. 17 ‐ km 12+900 ‐ Intervento di
ripristino del piano viabile.","21.520,00",10,10,2,,,,,,,,"21.520,00",,"21.520,00"
SPRI0201,"P1RI02_E_1
702",Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SP18,0.09,1.33,1,"Corpo del rilevato stradale in frana. L m.
30",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Erosione della sponda operata dal
torrente La Neia e conseguente innesco
di frana nei terreni detritici con
conseguente accumulo al piede del
versante. La frana era già presente nel
2013. La corona di frana ora lambisce la
sede stradale. La superficie di
scivolamento è superficiale e coincide
con una superfice di strato a
franapoggio. Non ci sono segni di
riattivazione in seguito agli eventi","Protezione spondale mediante gabbioni
metallici lungo la sponda del torrente la
Neia; protezione della strada con paratia
di micropali e cordolo in cls armato in
testa, opere di regimentazione idraulica
e montaggio barriera di protezione.",Interventi di ripristino della piena funzionalità della circolazione,"S.P. 18 ‐ km 0+900 ‐ Intervento di
ripristino del corpo del rilevato stradale
in frana.","131.511,00",40,30,2,,,,,,,,"131.511,00",,"131.511,00"
SPRI0205,"P1RI02_E_1
704",Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SP18,2,2.03,1,"Scarpata in roccia fratturata con rischio
di caduta massi e alberi pericolanti.       L
m. 300",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni",Nessuno,"Disgaggio delle pietre e blocchi rocciosi
instabili; leggero arretramento del
versante in cresta con abbattimento
degli alberi pericolanti; fornitura e posa
di rete metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.P. 18 ‐ km 2+000 ‐ Intervento di
ripristino dei dissesti su scarpata in
roccia.","47.822,00",30,30,2,,,,,,,,"47.822,00",,"47.822,00"
SPRI0206,"P1RI02_E_1
702",Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SP18,2.07,3.11,1,Corpo del rilevato stradale in frana.,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Innesco di frana nei terreni detritici di
riporto già attivata nel 2013.  La corona
di frana già allora lambiva la sede
stradale. La superficie di scivolamento è
presumibilmente superficiale e coincide
con una superfice di contatto tra riporto
e substrato originario del versante","Interventi di regimazione idraulica delle
acque raccolte dalla piattaforma stradale
e contenimento a valle del rilevato
stradale ( o mediante posa in opera di
gabbioni metallici sulla banca
sottostante o mediante paratia di
micropali a bordo strada) ed
adeguamento barriere di sicurezza.",Interventi di ripristino della piena funzionalità della circolazione,"S.P. 18 ‐ km 2+700 ‐ Intervento di
ripristino del corpo del rilevato stradale
in frana.","104.013,00",30,25,2,,,,,,,,"104.013,00",,"104.013,00"
SPRI0207,"P1RI02_E_1
702",Lazio,Rieti,Amatrice,,"Provincia di
Rieti",SP18,3.06,4.03,1,Corpo del rilevato stradale in frana.,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Pali della luce inclinati, guard rail
abbassato; la superficie di scivolamento
è presumibilmente superficiale e
coincide con una superfice di contatto
tra riporto e substrato originario del","Interventi di regimazione idraulica delle
acque raccolte dalla piattaforma
stradale.",Interventi di ripristino della piena funzionalità della circolazione,"S.P. 18 ‐ km 3+600 ‐ Intervento di
ripristino del corpo del rilevato stradale
in frana.","17.933,00",25,30,2,,,,,,,,"17.933,00",,"17.933,00"
